"","ensembl_gene_id","entrezgene_id","mgi_symbol","gene_biotype","chromosome_name","start_position","end_position"
"3109","ENSMUSG00000062369",381944,"Usp17lb","protein_coding","7",104489464,104491810
"3110","ENSMUSG00000042772",226517,"Smg7","protein_coding","1",152712746,152778397
"3111","ENSMUSG00000000392",14089,"Fap","protein_coding","2",62331287,62404419
"3112","ENSMUSG00000095061",381994,"E030018B13Rik","protein_coding","7",63566605,63570287
"3113","ENSMUSG00000016150",23963,"Tenm1","protein_coding","X",41616743,42518003
"3114","ENSMUSG00000037989",75607,"Wnk2","protein_coding","13",49189779,49301490
"3115","ENSMUSG00000039013",233186,"Siglecf","protein_coding","7",43000765,43008955
"3116","ENSMUSG00000024770",70166,"Lipn","protein_coding","19",34044758,34062318
"3117","ENSMUSG00000024132",13177,"Eci1","protein_coding","17",24645615,24658322
"3118","ENSMUSG00000022200",66629,"Golph3","protein_coding","15",12321536,12351677
"3119","ENSMUSG00000015968",12289,"Cacna1d","protein_coding","14",29761896,30213412
"3120","ENSMUSG00000056078",78753,"Lipm","protein_coding","19",34078333,34100087
"3121","ENSMUSG00000042208",71675,"Sanbr","protein_coding","11",23514961,23583639
"3122","ENSMUSG00000015365",83456,"Mov10l1","protein_coding","15",88867112,88939355
"3123","ENSMUSG00000063632",20666,"Sox11","protein_coding","12",27384263,27392573
"3124","ENSMUSG00000001229",224897,"Dpp9","protein_coding","17",56493807,56525905
"3125","ENSMUSG00000018965",22629,"Ywhah","protein_coding","5",33176160,33185310
"3126","ENSMUSG00000021044",72113,"Adck1","protein_coding","12",88327324,88428494
"3127","ENSMUSG00000024774",52024,"Ankrd22","protein_coding","19",34098869,34143453
"3128","ENSMUSG00000001467",13121,"Cyp51","protein_coding","5",4131145,4154746
"3129","ENSMUSG00000035311",432486,"Gnptab","protein_coding","10",88214994,88283191
"3130","ENSMUSG00000003849",18104,"Nqo1","protein_coding","8",108114857,108129838
"3131","ENSMUSG00000025104",29877,"Hdgfl3","protein_coding","7",81530999,81584221
"3132","ENSMUSG00000024776",76630,"Stambpl1","protein_coding","19",34169629,34217733
"3133","ENSMUSG00000053470",104263,"Kdm3a","protein_coding","6",71565956,71609974
"3134","ENSMUSG00000031636",53318,"Pdlim3","protein_coding","8",46338498,46372585
"3135","ENSMUSG00000001260",14405,"Gabrg1","protein_coding","5",70908390,70999960
"3136","ENSMUSG00000054568",13531,"Usp17la","protein_coding","7",104506216,104511874
"3137","ENSMUSG00000024136",66705,"Dnase1l2","protein_coding","17",24659055,24662079
"3138","ENSMUSG00000071104",212392,"Ccdc110","protein_coding","8",46387656,46397182
"3139","ENSMUSG00000074102",109095,"Rbm15b","protein_coding","9",106758117,106764627
"3140","ENSMUSG00000073917",258810,"Olfr665","protein_coding","7",104527238,104532113
"3141","ENSMUSG00000031390",12000,"Avpr2","protein_coding","X",72935708,72939108
"3142","ENSMUSG00000034252",215351,"Senp6","protein_coding","9",79974185,80052235
"3143","ENSMUSG00000025105",12173,"Bnc1","protein_coding","7",81616401,81642055
"3144","ENSMUSG00000035597",328110,"Prpf39","protein_coding","12",65083107,65110160
"3145","ENSMUSG00000003848",67619,"Nob1","protein_coding","8",108139118,108151683
"3146","ENSMUSG00000078320",637093,"Tex13c1","protein_coding","X",42680037,42682409
"3147","ENSMUSG00000051323",279653,"Pcdh19","protein_coding","X",132483609,132589736
"3148","ENSMUSG00000063582",259100,"Olfr666","protein_coding","7",104541029,104545159
"3149","ENSMUSG00000103442",116731,"Pcdha1","protein_coding","18",37063237,37320714
"3150","ENSMUSG00000043683",14154,"Fem1a","protein_coding","17",56563810,56570610
"3151","ENSMUSG00000056782",259062,"Olfr667","protein_coding","7",104563949,104570689
"3152","ENSMUSG00000011034",20537,"Slc5a1","protein_coding","5",33261563,33320214
"3153","ENSMUSG00000035783",11475,"Acta2","protein_coding","19",34218490,34232990
"3154","ENSMUSG00000047123",106759,"Ticam1","protein_coding","17",56576319,56583786
"3155","ENSMUSG00000030727",70314,"Rabep2","protein_coding","7",126027931,126048417
"3156","ENSMUSG00000024197",66905,"Plin3","protein_coding","17",56584476,56599873
"3157","ENSMUSG00000071103",69479,"1700029J07Rik","protein_coding","8",46406643,46428477
"3158","ENSMUSG00000058441",406218,"Panx2","protein_coding","15",88943937,88957770
"3159","ENSMUSG00000087236",383592,"Kif28","protein_coding","1",179522862,179572836
"3160","ENSMUSG00000025260",15108,"Hsd17b10","protein_coding","X",150784841,150787438
"3161","ENSMUSG00000073380",76920,"Arrdc5","protein_coding","17",56601111,56607286
"3162","ENSMUSG00000022197",68070,"Pdzd2","protein_coding","15",12359797,12740010
"3163","ENSMUSG00000039531",72580,"Zup1","protein_coding","10",33795138,33827265
"3164","ENSMUSG00000024778",14102,"Fas","protein_coding","19",34268066,34305172
"3165","ENSMUSG00000031444",14058,"F10","protein_coding","8",13087308,13106676
"3166","ENSMUSG00000037321",21354,"Tap1","protein_coding","17",34406527,34416199
"3167","ENSMUSG00000026042",12832,"Col5a2","protein_coding","1",45413481,45542442
"3168","ENSMUSG00000104148",353234,"Pcdha2","protein_coding","18",37072258,37320710
"3169","ENSMUSG00000020633",68511,"Dcdc2c","protein_coding","12",28487794,28602398
"3170","ENSMUSG00000053178",208595,"Mterf1b","protein_coding","5",4242367,4247651
"3171","ENSMUSG00000044674",14362,"Fzd1","protein_coding","5",4803839,4808035
"3172","ENSMUSG00000066153",381531,"Mup21","protein_coding","4",62066169,62069100
"3173","ENSMUSG00000000560",14395,"Gabra2","protein_coding","5",71114940,71253192
"3174","ENSMUSG00000050370",12642,"Ch25h","protein_coding","19",34451178,34452564
"3175","ENSMUSG00000070577",230909,"Gm572","protein_coding","4",148727774,148756029
"3176","ENSMUSG00000002870",17216,"Mcm2","protein_coding","6",88860456,88875762
"3177","ENSMUSG00000050926",245403,"Dcaf12l2","protein_coding","X",43454335,43457219
"3178","ENSMUSG00000024781",16889,"Lipa","protein_coding","19",34469718,34504874
"3179","ENSMUSG00000020636",94041,"Allc","protein_coding","12",28603754,28632522
"3180","ENSMUSG00000025257",66611,"Ribc1","protein_coding","X",150787578,150799291
"3181","ENSMUSG00000078881",668039,"Gm14434","protein_coding","2",176165071,176178576
"3182","ENSMUSG00000041272",252838,"Tox","protein_coding","4",6686353,6991557
"3183","ENSMUSG00000015363",67976,"Trabd","protein_coding","15",88959327,88971280
"3184","ENSMUSG00000015488",381356,"Cacfd1","protein_coding","2",26899938,26911101
"3185","ENSMUSG00000057770",259061,"Olfr668","protein_coding","7",104571498,104577264
"3186","ENSMUSG00000030468",243958,"Siglecg","protein_coding","7",43057628,43067782
"3187","ENSMUSG00000045284",245404,"Dcaf12l1","protein_coding","X",43875447,43879074
"3188","ENSMUSG00000102312",192163,"Pcdha3","protein_coding","18",37079158,37320710
"3189","ENSMUSG00000049387",78174,"Cox7b2","protein_coding","5",71600167,71705548
"3190","ENSMUSG00000104252",12936,"Pcdha4","protein_coding","18",37085701,37320714
"3191","ENSMUSG00000031250",64103,"Tnmd","protein_coding","X",132751729,132766326
"3192","ENSMUSG00000029211",14397,"Gabra4","protein_coding","5",71727092,71815651
"3193","ENSMUSG00000045932",15958,"Ifit2","protein_coding","19",34528094,34553819
"3194","ENSMUSG00000028019",54635,"Pdgfc","protein_coding","3",80943723,81121347
"3195","ENSMUSG00000036655",71693,"Colec11","protein_coding","12",28644172,28673376
"3196","ENSMUSG00000074896",15959,"Ifit3","protein_coding","19",34560931,34566131
"3197","ENSMUSG00000031445",66901,"Proz","protein_coding","8",13110914,13126026
"3198","ENSMUSG00000079339",667373,"Ifit1bl1","protein_coding","19",34570291,34579356
"3199","ENSMUSG00000037086",68800,"Prr32","protein_coding","X",44179781,44181668
"3200","ENSMUSG00000028389",22696,"Zfp37","protein_coding","4",62107777,62149284
"3201","ENSMUSG00000062488",667370,"Ifit3b","protein_coding","19",34585370,34590801
"3202","ENSMUSG00000024786",622554,"Majin","protein_coding","19",6234418,6274255
"3203","ENSMUSG00000047696",241943,"Ccdc144b","protein_coding","3",36061393,36107696
"3204","ENSMUSG00000046615",73360,"Actrt1","protein_coding","X",45417884,45419222
"3205","ENSMUSG00000073916",259045,"Olfr669","protein_coding","7",104583447,104589684
"3206","ENSMUSG00000020283",72129,"Pex13","protein_coding","11",23596479,23615959
"3207","ENSMUSG00000031634",192169,"Ufsp2","protein_coding","8",46428565,46449995
"3208","ENSMUSG00000020949",30795,"Fkbp3","protein_coding","12",65109198,65120781
"3209","ENSMUSG00000103458",100384868,"Gm37013","protein_coding","18",37085794,37973253
"3210","ENSMUSG00000093639",NA,"Gm52993","protein_coding","7",43077094,43085415
"3211","ENSMUSG00000067377",56496,"Tspan6","protein_coding","X",132791817,132799178
"3212","ENSMUSG00000103092",12941,"Pcdha5","protein_coding","18",37093493,37320710
"3213","ENSMUSG00000028015",229445,"Ctso","protein_coding","3",81839908,81864032
"3214","ENSMUSG00000044705",384703,"Olfr670","protein_coding","7",104606321,104611827
"3215","ENSMUSG00000073643",69368,"Wdfy1","protein_coding","1",79679979,79753860
"3216","ENSMUSG00000066152",20530,"Slc31a2","protein_coding","4",62180799,62216648
"3217","ENSMUSG00000067297",112419,"Ifit1bl2","protein_coding","19",34594449,34618143
"3218","ENSMUSG00000118553",105242927,"Gm38999","protein_coding","7",43077110,43078256
"3219","ENSMUSG00000103707",12937,"Pcdha6","protein_coding","18",37100684,37320710
"3220","ENSMUSG00000030282",12764,"Cmas","protein_coding","6",142702412,142721440
"3221","ENSMUSG00000022372",20491,"Sla","protein_coding","15",66652668,66703678
"3222","ENSMUSG00000094531",257910,"Olfr671","protein_coding","7",104622103,104628333
"3223","ENSMUSG00000020883",72194,"Fbxl20","protein_coding","11",97973382,98041229
"3224","ENSMUSG00000034459",15957,"Ifit1","protein_coding","19",34618271,34627409
"3225","ENSMUSG00000051172",258755,"Olfr672","protein_coding","7",104644967,104651236
"3226","ENSMUSG00000102836",NA,"Gm38666","protein_coding","18",37102969,37966349
"3227","ENSMUSG00000104318",12939,"Pcdha7","protein_coding","18",37106855,37320710
"3228","ENSMUSG00000029468",18439,"P2rx7","protein_coding","5",122781974,122829495
"3229","ENSMUSG00000039048",235169,"Foxred1","protein_coding","9",35115502,35122351
"3230","ENSMUSG00000118560",233187,"Lim2","protein_coding","7",43079512,43085420
"3231","ENSMUSG00000103125",NA,"Gm37388","protein_coding","18",37108994,37966349
"3232","ENSMUSG00000024784",170458,"Gpha2","protein_coding","19",6276410,6277798
"3233","ENSMUSG00000103800",353235,"Pcdha8","protein_coding","18",37125424,37320710
"3234","ENSMUSG00000020063",93759,"Sirt1","protein_coding","10",63154784,63217483
"3235","ENSMUSG00000103770",192161,"Pcdha9","protein_coding","18",37130933,37320710
"3236","ENSMUSG00000027710",229211,"Acad9","protein_coding","3",36120128,36147002
"3237","ENSMUSG00000028977",69743,"Casz1","protein_coding","4",148888886,149039346
"3238","ENSMUSG00000040725",232989,"Hnrnpul1","protein_coding","7",25420590,25454182
"3239","ENSMUSG00000052852",52250,"Reep1","protein_coding","6",71684545,71787694
"3240","ENSMUSG00000009378",240638,"Slc16a12","protein_coding","19",34645803,34724689
"3241","ENSMUSG00000075105",258815,"Olfr1218","protein_coding","2",88882640,88891531
"3242","ENSMUSG00000095199",100303732,"Zfp967","protein_coding","2",176212793,176225578
"3243","ENSMUSG00000095199",102639505,"Zfp967","protein_coding","2",176212793,176225578
"3244","ENSMUSG00000041133",24061,"Smc1a","protein_coding","X",150799424,150845690
"3245","ENSMUSG00000024777",225849,"Ppp2r5b","protein_coding","19",6277795,6285902
"3246","ENSMUSG00000024338",16913,"Psmb8","protein_coding","17",34416695,34420428
"3247","ENSMUSG00000048473",330440,"Sult6b2","protein_coding","6",142730930,142750228
"3248","ENSMUSG00000007440",12943,"Pcdha10","protein_coding","18",37138256,37320710
"3249","ENSMUSG00000027297",17005,"Ltk","protein_coding","2",119581801,119590912
"3250","ENSMUSG00000050914",654824,"Ankrd37","protein_coding","8",46449939,46458744
"3251","ENSMUSG00000061477",20115,"Rps7","protein_coding","12",28680853,28685952
"3252","ENSMUSG00000052962",66223,"Mrpl35","protein_coding","6",71789981,71803953
"3253","ENSMUSG00000020782",217325,"Llgl2","protein_coding","11",115714875,115746606
"3254","ENSMUSG00000028011",56720,"Tdo2","protein_coding","3",81864397,81883509
"3255","ENSMUSG00000102206",12942,"Pcdha11","protein_coding","18",37143765,37320710
"3256","ENSMUSG00000057672",320795,"Pkn1","protein_coding","8",84393165,84425808
"3257","ENSMUSG00000020630",19819,"Rnaseh1","protein_coding","12",28699601,28709588
"3258","ENSMUSG00000024339",21355,"Tap2","protein_coding","17",34422501,34435295
"3259","ENSMUSG00000030283",20449,"St8sia1","protein_coding","6",142767271,142910178
"3260","ENSMUSG00000033610",75735,"Pank1","protein_coding","19",34784340,34856855
"3261","ENSMUSG00000019782",66521,"Rwdd1","protein_coding","10",33872551,33895620
"3262","ENSMUSG00000031253",68792,"Srpx2","protein_coding","X",132809175,132833195
"3263","ENSMUSG00000066392",18191,"Nrxn3","protein_coding","12",88689646,90301709
"3264","ENSMUSG00000035757",223776,"Selenoo","protein_coding","15",88973287,88984543
"3265","ENSMUSG00000029686",26965,"Cul1","protein_coding","6",47430332,47503073
"3266","ENSMUSG00000071340",692132,"Trappc3l","protein_coding","10",33913593,33985811
"3267","ENSMUSG00000022195",77877,"6030458C11Rik","protein_coding","15",12808263,12824735
"3268","ENSMUSG00000037112",235344,"Sik2","protein_coding","9",50804101,50920373
"3269","ENSMUSG00000024773",329015,"Atg2a","protein_coding","19",6291698,6312365
"3270","ENSMUSG00000036764",30045,"Dnajc12","protein_coding","10",63218222,63246355
"3271","ENSMUSG00000062201",215029,"Prl3d3","protein_coding","13",27340773,27346576
"3272","ENSMUSG00000039831",214137,"Arhgap29","protein_coding","3",121746190,121810402
"3273","ENSMUSG00000024137",13560,"E4f1","protein_coding","17",24662752,24689287
"3274","ENSMUSG00000025916",69312,"Ppp1r42","protein_coding","1",10038849,10079361
"3275","ENSMUSG00000030730",11937,"Atp2a1","protein_coding","7",126045030,126062280
"3276","ENSMUSG00000042439",328977,"Zfp532","protein_coding","18",65712983,65822514
"3277","ENSMUSG00000017922",27372,"Prl3c1","protein_coding","13",27380642,27387732
"3278","ENSMUSG00000028975",56273,"Pex14","protein_coding","4",149044992,149184333
"3279","ENSMUSG00000031388",56292,"Naa10","protein_coding","X",72960479,72965550
"3280","ENSMUSG00000039508",270711,"Calhm4","protein_coding","10",33914780,33920306
"3281","ENSMUSG00000037966",18081,"Ninj1","protein_coding","13",49340961,49349720
"3282","ENSMUSG00000048185",NA,"Rnf7l","protein_coding","10",63257144,63257568
"3283","ENSMUSG00000049872",103511,"Calhm5","protein_coding","10",33963811,33972515
"3284","ENSMUSG00000046031",215900,"Calhm6","protein_coding","10",34002063,34003980
"3285","ENSMUSG00000039497",212898,"Dse","protein_coding","10",34027389,34083711
"3286","ENSMUSG00000028974",13347,"Dffa","protein_coding","4",149188603,149205104
"3287","ENSMUSG00000038891",18776,"Prl3b1","protein_coding","13",27425830,27433666
"3288","ENSMUSG00000005069",19305,"Pex5","protein_coding","6",124373775,124392026
"3289","ENSMUSG00000026248",69163,"Mrpl44","protein_coding","1",79753735,79759162
"3290","ENSMUSG00000004612",72310,"Nkg7","protein_coding","7",43086497,43087673
"3291","ENSMUSG00000005124",22402,"Ccn4","protein_coding","15",66763169,66795050
"3292","ENSMUSG00000021572",74470,"Cep72","protein_coding","13",74184619,74210418
"3293","ENSMUSG00000047514",22110,"Tspyl1","protein_coding","10",34158186,34161271
"3294","ENSMUSG00000060843",216033,"Ctnna3","protein_coding","10",63265877,64839446
"3295","ENSMUSG00000026249",20720,"Serpine2","protein_coding","1",79771914,79838897
"3296","ENSMUSG00000028971",12854,"Cort","protein_coding","4",149209491,149211220
"3297","ENSMUSG00000006127",19062,"Inpp5k","protein_coding","11",75521814,75539697
"3298","ENSMUSG00000073705",69928,"Cenps","protein_coding","4",149211578,149222086
"3299","ENSMUSG00000020629",104923,"Adi1","protein_coding","12",28725230,28732174
"3300","ENSMUSG00000030638",20408,"Sh3gl3","protein_coding","7",81823588,81956627
"3301","ENSMUSG00000051786",328580,"Tubgcp6","protein_coding","15",88982560,89007315
"3302","ENSMUSG00000039716",208869,"Dock3","protein_coding","9",106770024,107109108
"3303","ENSMUSG00000079109",18861,"Pms2","protein_coding","5",143846782,143870786
"3304","ENSMUSG00000042751",226518,"Nmnat2","protein_coding","1",152830744,152995007
"3305","ENSMUSG00000024772",13660,"Ehd1","protein_coding","19",6326755,6350126
"3306","ENSMUSG00000042846",216028,"Lrrtm3","protein_coding","10",63764251,63926056
"3307","ENSMUSG00000040690",107581,"Col16a1","protein_coding","4",129941633,129993076
"3308","ENSMUSG00000020280",74467,"Pus10","protein_coding","11",23615674,23682876
"3309","ENSMUSG00000038883",67000,"Prl3a1","protein_coding","13",27443419,27460650
"3310","ENSMUSG00000075104",258901,"Olfr1219","protein_coding","2",88902585,88913857
"3311","ENSMUSG00000060002",212862,"Chpt1","protein_coding","10",88288607,88339935
"3312","ENSMUSG00000038973",74276,"Cldnd2","protein_coding","7",43090206,43092758
"3313","ENSMUSG00000024769",240505,"Cdc42bpg","protein_coding","19",6356486,6375682
"3314","ENSMUSG00000101480",258902,"Olfr1220","protein_coding","2",88924532,88937179
"3315","ENSMUSG00000037960",68480,"Card19","protein_coding","13",49356426,49369513
"3316","ENSMUSG00000055884",104806,"Fancm","protein_coding","12",65122377,65178832
"3317","ENSMUSG00000078880",100043381,"Gm14308","protein_coding","2",176305157,176328137
"3318","ENSMUSG00000043445",67078,"Pgp","protein_coding","17",24689366,24692084
"3319","ENSMUSG00000038542",234069,"Pcid2","protein_coding","8",13127189,13155459
"3320","ENSMUSG00000044120",259047,"Olfr683","protein_coding","7",104790046,104796219
